sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Total deaths","Total affected","Total damage ('000 US$)","Disaster name","Disaster No."
20/06/2017,20/06/2017,Guatemala,GTM,"near San Pedro Soloma",,,,,Landslide,Landslide,--,11,0,0,,2017-0190
10/06/2017,11/06/2017,Guatemala,GTM,"Santa Marta and Santa Odilia (Nuevo Concepcion) San Francisco (Tiquisate)",,,,Km2,Flood,"Riverine flood",--,1,160,0,,2017-0196
08/09/2017,08/09/2017,Guatemala,GTM,"Huehuetenango, Quetzaltenango, Quiché, San Marcos, Suchitepéquez,
Totonicapan",,,7.7,Richter,Earthquake,"Ground movement",--,0,3601,0,,2017-0382
05/10/2017,05/10/2017,Guatemala,GTM,"Ixcan, San Luis and Coban communities",,,,Kph,Storm,"Tropical cyclone",Flood,8,413,0,"Tropical depression'16/Hurricane 'Nate'",2017-0410
18/09/2017,18/09/2017,Guatemala,GTM,"Cuyotenango, San Felipe, San Martín Zapotitlán, San Andrés Villa
Seca, San Sebastián, Santa Cruz Muluá, Mazatenango’s urban centre, Colotenango’s urban centre, Calle de la Cruz, Callejón 10, Campo Borrayo municipaliaties; Icán, La otra banda and Tulula cantons; Suchitepéquez Retalhuleu departements",,,,Km2,Flood,--,--,0,10080,0,,2017-0416
27/10/2017,27/10/2017,Guatemala,GTM,"Alta Verapaz, El Progreso, Petén, Quiché",,,,Km2,Flood,--,--,0,1000,0,,2017-0449
/09/2017,28/10/2017,Guatemala,GTM,"Hisec, Coban, Panzos, Raxruha, San Cristobal Verapaz, San Juan Chamlco, San Pedro Carcha, Santa Catalina La Tinta, Santa Cruz Verapaz, Tactic, Tucuru  municipalities (Alta Verapaz department)",,,,Km2,Flood,--,--,0,31319,0,,2017-0450
/07/1971,/07/1971,Guyana,GUY,"East coast, Cane Grove",,,,Km2,Flood,--,--,0,21000,200,,1971-0041
//1988,//1988,Guyana,GUY,,,,,Km2,Drought,Drought,--,0,0,0,,1988-9026
/01/1989,/01/1989,Guyana,GUY,,,,,Km2,Flood,--,--,0,0,0,,1989-0371
/07/1996,/07/1996,Guyana,GUY,"Mahaica, Mahaicony, Abary",,,80,Km2,Flood,--,--,0,38000,0,,1996-0120
/07/1997,//1998,Guyana,GUY,"Rupununi Region",,,,Km2,Drought,Drought,--,0,607200,29000,,1997-9074
15/01/2005,25/02/2005,Guyana,GUY,"Essequibo Islands/west Demerara (region N°3), Demerara Mahaica (region N°4), Mahaica Berbice (region N°5) provinces",,,1340,Km2,Flood,"Riverine flood",--,34,274774,465100,,2005-0042
08/01/2006,14/02/2006,Guyana,GUY,"Barima Waini (region N°1), Pomeroon/supenaam (region N°2), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), East Berbice/corentyne (region N°6) provinces",6.89,-58.66,24224,Km2,Flood,"Riverine flood",--,0,35000,169000,,2006-0041
08/12/2008,17/12/2008,Guyana,GUY,"Pomeroon, Charity areas (Moruka/pomeroon district, Pomeroon/supenaam (region N°2) province), Essequibo Islands/west Demerara (region N°3), Demerara Mahaica (region N°4), Mahaica Berbice (region N°5), East Berbice/corentyne (region N°6) provinces",7.01,-58.58,40000,Km2,Flood,"Riverine flood",--,0,100000,0,,2008-0589
/01/2010,/06/2010,Guyana,GUY,"Barima Waini (region N°1), Cuyuni/mazaruni (region N°7), Pomeroon/supenaam (region N°2), Potaro/siparuni (region N°8), Upper Takutu/upper Essequibo (region N°9) provinces",,,,Km2,Drought,Drought,--,0,0,14700,,2010-9077
15/07/2015,21/07/2015,Guyana,GUY,"Barima Waini (region N°1), Demerara Mahaica (region N°4), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), Pomeroon/supenaam (region N°2) provinces",6.66576,-58.74,30931.23,Km2,Flood,"Coastal flood",--,0,199000,0,,2015-0313
20/05/2017,25/05/2017,Guyana,GUY,"Highland areas and border with Brazil; Cuyuni-Mazaruni (Region Seven), Purima, Kako, Jawalla, Phillipi, Kamarang and Duebamang, Potaro- Siparuni (Region Eight), Kaibarupai, Waipa, Chenapau, Sand Hill Settlement, Itabac and
Kanapang",3.815,-59.015,131888.36,Km2,Flood,"Riverine flood",--,0,3274,0,,2017-0216
12/11/1909,12/11/1909,Haiti,HTI,"Cul de Sac,Leogane",,,,Kph,Storm,"Tropical cyclone",--,150,0,0,,1909-0012
12/08/1915,12/08/1915,Haiti,HTI,"South, Southwest area",,,,Kph,Storm,"Tropical cyclone",--,1600,0,0,,1915-0006
21/10/1935,21/10/1935,Haiti,HTI,,,,,Kph,Storm,"Tropical cyclone",--,2150,0,0,"Jeremie & Jacmel",1935-0012
27/10/1952,27/10/1952,Haiti,HTI,Anse-a-Veau,"18.30 N","73.20 W",,Richter,Earthquake,"Ground movement",--,6,0,20000,,1952-0010
05/10/1954,18/10/1954,Haiti,HTI,Southwestern,,,249,Kph,Storm,"Tropical cyclone",--,410,250000,0,Hazel,1954-0022
22/10/1954,22/10/1954,Haiti,HTI,Berly,,,,,Landslide,Landslide,--,262,0,0,,1954-0024
/04/1959,/04/1959,Haiti,HTI,,,,,Km2,Flood,--,--,50,0,0,,1959-0031
/11/1962,/11/1962,Haiti,HTI,,,,,Km2,Flood,--,--,26,0,0,,1962-0039
04/10/1963,08/10/1963,Haiti,HTI,"South West End Hispaniola",,,,Kph,Storm,"Tropical cyclone",--,5000,0,180000,Flora,1963-0028
14/11/1963,15/11/1963,Haiti,HTI,"Grand Riviare du Nord",,,,Km2,Flood,--,--,500,0,0,,1963-0034
/12/1963,/12/1963,Haiti,HTI,,,,,Vaccinated,Epidemic,"Parasitic disease",--,0,2724,0,,1963-0038
24/08/1964,24/08/1964,Haiti,HTI,"Les Cayes area",,,,Kph,Storm,"Tropical cyclone",--,100,80000,10000,Cleo,1964-0047
29/09/1966,29/09/1966,Haiti,HTI,"South Hispaniola",,,,Kph,Storm,"Tropical cyclone",--,480,67881,20000,Inez,1966-0075
/01/1968,//1968,Haiti,HTI,"North West Peninsula",,,,Km2,Drought,Drought,--,0,210217,1000,,1968-9006
20/05/1972,20/05/1972,Haiti,HTI,"Les Cayes region",,,,Km2,Flood,--,--,78,40000,959,,1972-0033
/11/1974,//1974,Haiti,HTI,"Northwest Peninsula",,,,Km2,Drought,Drought,--,0,507000,0,,1974-9055
/05/1977,//1977,Haiti,HTI,Countrywide,,,,Km2,Drought,Drought,"Food shortage",0,450000,0,,1977-9002
31/08/1979,31/08/1979,Haiti,HTI,"North, North West, South",,,,Kph,Storm,"Tropical cyclone",--,8,1110,0,David,1979-0083
05/08/1980,05/08/1980,Haiti,HTI,"South-West, Port-Au-Prince",,,270,Kph,Storm,"Tropical cyclone",Flood,220,1165000,400000,Allen,1980-0078
//1980,//1983,Haiti,HTI,Southwest,,,,Km2,Drought,Drought,"Water shortage",0,103000,0,,1980-9132
01/06/1986,01/06/1986,Haiti,HTI,"Les Cayes Area",,,,Km2,Flood,--,--,79,98860,0,,1986-0070
23/10/1986,23/10/1986,Haiti,HTI,"La Gonave Isl./",,,,Km2,Flood,"Riverine flood",--,69,45000,0,,1986-0125
10/07/1987,10/07/1987,Haiti,HTI,Port-au-Prince,,,,Km2,Flood,--,--,33,5150,0,,1987-0127
/12/1987,/12/1987,Haiti,HTI,Southern,,,,Km2,Flood,--,--,0,3000,0,,1987-0222
27/04/1987,27/04/1987,Haiti,HTI," Port-De-Paix",,,,Km2,Flood,--,--,0,655,0,,1987-0256
08/05/1987,08/05/1987,Haiti,HTI,"Delmas, Caradeux, Port-au-Prince",,,,Km2,Flood,--,--,0,105,0,,1987-0257
27/01/1988,27/01/1988,Haiti,HTI,North-West,,,,Km2,Flood,--,--,15,1001,0,,1988-0060
11/09/1988,11/09/1988,Haiti,HTI,"Anse-a-Veau, Camp-Perrin, Cavaillon, Cayes, Ile-a-Vache, Jacmel, Jeremlie, Kenscoff, Port-Salut",,,,Kph,Storm,"Tropical cyclone",--,54,870000,91286,Gilbert,1988-0424
20/06/1988,20/06/1988,Haiti,HTI,Estere,,,,Km2,Flood,--,--,0,2500,0,,1988-0594
30/09/1988,30/09/1988,Haiti,HTI,Port-Au-Prince,,,,Km2,Flood,--,--,12,200,0,,1988-0596
08/10/1988,08/10/1988,Haiti,HTI,Leogane,,,,Km2,Flood,--,--,0,200,0,,1988-0597
23/02/1989,23/02/1989,Haiti,HTI,"La Gonave Isl.",,,,Km2,Flood,--,--,0,24725,0,,1989-0211
30/08/1989,30/08/1989,Haiti,HTI,Cazales,,,,Km2,Flood,--,--,0,205,0,,1989-0214
16/10/1989,16/10/1989,Haiti,HTI,Port-Au-Prince,,,,,Landslide,Landslide,--,0,1060,0,,1989-0217
27/07/1990,27/07/1990,Haiti,HTI,,,,145,Kph,Storm,"Tropical cyclone",--,0,0,0,Arthur,1990-0041
/04/1992,//1992,Haiti,HTI,,,,,Km2,Drought,Drought,"Food shortage",0,1000000,0,,1992-9140
11/11/1993,11/11/1993,Haiti,HTI,,,,,Km2,Flood,"Riverine flood",--,13,5000,0,,1993-0574
/08/1993,//1993,Haiti,HTI,"Artibonite region",,,,Km2,Drought,Drought,"Crop failure",0,0,0,,1993-9561
05/11/1994,15/11/1994,Haiti,HTI,"Jacmel, Port au Prince, les mones du massif de la Selle, Leogane, Southern Haiti",,,26430,Kph,Storm,"Tropical cyclone",Flood,1122,1587000,50000,Gordon,1994-0510
/02/1996,/02/1996,Haiti,HTI,"North, NorthWest, Grande Anse, Gonave Is.",,,,Km2,Flood,--,--,0,0,0,,1996-0025
23/10/1996,23/10/1996,Haiti,HTI,"Henne Bay",,,,Kph,Storm,--,--,40,115,0,,1996-0244
15/11/1996,17/11/1996,Haiti,HTI,"Le Borgne",,,,Km2,Flood,"Riverine flood",--,18,40,0,,1996-0463
09/11/1996,21/11/1996,Haiti,HTI,,,,,Kph,Storm,"Tropical cyclone",--,26,0,100,Marcos,1996-0502
20/09/1998,30/09/1998,Haiti,HTI,"Cap-Haitien, Jacmel, Cayes, Port Au Prince",,,210,Kph,Storm,"Tropical cyclone",--,190,12029,180000,Georges,1998-0380
06/06/1999,06/06/1999,Haiti,HTI,"Port-au-Prince, Fond Parisien",,,,Km2,Flood,--,--,13,50,0,,1999-0192
/11/2000,/11/2000,Haiti,HTI,"Bahon village (Grande Riviere Du Nord district, Nord province), Limonade, Cap Haitien village (Cap Haitien district, Nord province)",,,,Km2,Flood,--,--,4,0,0,,2000-0722
/12/2000,/12/2000,Haiti,HTI,"Abricots village (Jeremie district, Grande Anse province)",,,,Km2,Flood,--,--,12,1200,0,,2000-0797
16/05/2001,18/05/2001,Haiti,HTI,"Artibonite province",,,,Km2,Flood,"Riverine flood",--,26,5081,0,,2001-0207
30/10/2001,05/11/2001,Haiti,HTI,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",,,,Kph,Storm,"Tropical cyclone",--,0,0,20,Michelle,2001-0611
23/05/2002,05/06/2002,Haiti,HTI,"L'Asile village (Anse-A-Veau district, Nippes province), Cap Tiburon village (Chardonnieres district, Sud province), Port-Salut, Cayes districts (Sud province),  Grande Anse province
",,,,Km2,Flood,"Flash flood","Slide (land, mud, sn",31,38339,1000,,2002-0321
30/09/2002,30/09/2002,Haiti,HTI,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",,,150,Kph,Storm,"Tropical cyclone",Flood,4,250,0,Lili,2002-0657
/04/2003,/05/2003,Haiti,HTI,"Grand Bois area",,,,Vaccinated,Epidemic,"Viral disease",--,40,200,0,"Typhoid fever",2003-0268
29/08/2003,30/08/2003,Haiti,HTI,"Saint-Marc district (Artibonite province)",,,160,Km2,Flood,"Flash flood",--,24,12070,0,,2003-0439
06/10/2003,06/10/2003,Haiti,HTI,"Port-au-Prince district (Ouest province)",,,,Kph,Storm,--,"Slide (land, mud, sn",26,155,0,,2003-0495
20/12/2003,22/12/2003,Haiti,HTI,"Cap Haitien district (Nord province), Port De Paix district (Nord Ouest province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",38,150000,0,,2003-0624
27/03/2003,29/03/2003,Haiti,HTI,"Cap Haitien district (Nord province)",,,,Km2,Flood,"Riverine flood",--,0,320,0,,2003-0759
/02/2003,//2004,Haiti,HTI,"Saint Nicolas, Bombardopolis, Baie-de-Henne, Jean Rabel towns (Mole Saint Nicolas district, Nord Ouest province)",,,,Km2,Drought,Drought,"Food shortage",0,35000,0,,2003-9758
23/05/2004,01/06/2004,Haiti,HTI,"Fonds Verrettes village (Croix-Des-Bouquets district, Ouest province), Bodarie, Grand Gosier, Mapou villages (Belle Anse district, Sud Est province), Jacmel district (Sud Est province)",,,,Km2,Flood,"Riverine flood",--,2665,31283,0,,2004-0231
13/09/2004,13/09/2004,Haiti,HTI,"Cap-Haitien district (Nord province), Cayes district (Sud province)",,,,Kph,Storm,"Tropical cyclone",Rain,3,6500,1000,Ivan,2004-0462
17/09/2004,18/09/2004,Haiti,HTI,"Artibonite, Centre, Sud, Nord Ouest provinces",,,,Kph,Storm,"Tropical cyclone",Flood,2754,315594,50000,Jeanne,2004-0473
07/07/2005,07/07/2005,Haiti,HTI,"Sud, Ouest, Nippes, Sud Est, Grande Anse provinces",,,,Kph,Storm,"Tropical cyclone",Rain,40,15036,50000,"Hurricane ""Dennis""",2005-0351
14/07/2005,15/07/2005,Haiti,HTI,"Saint-Marc district (Artibonite province)",,,,Km2,Flood,--,--,6,2500,0,,2005-0378
17/07/2005,17/07/2005,Haiti,HTI,"Saint-Marc district (Artibonite province)",,,,Kph,Storm,"Tropical cyclone",Flood,6,750,0,Emily,2005-0382
/10/2005,/10/2005,Haiti,HTI,"Dessalines, Saint-Marc districts (Artibonite province)",,,,Kph,Storm,"Tropical cyclone",Flood,1,10000,0,Stan,2005-0567
19/10/2005,24/10/2005,Haiti,HTI,"Sud, Sud Est provinces",,,,Kph,Storm,"Tropical cyclone",Flood,12,0,500,"Hurricane ""Wilma""",2005-0585
/10/2005,/10/2005,Haiti,HTI,"Gonave district (Ouest province), Sud province",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",11,11500,0,,2005-0586
22/10/2005,24/10/2005,Haiti,HTI,"Dame Marie, Les Irois villages (Anse-D'Ainault district, Grande Anse province), Carrefour, Gressier, Port-au-Prince villages (Port-Au-Prince district, Ouest province), Leogane district (Ouest province), Anse à Pitre village (Belle Anse district, Sud Est province), Jacmel district (Sud Est province), Anse Rouge village (Gros Morne district, Artibonite province), Hinche district (Centre province)",,,,Kph,Storm,"Tropical cyclone",Flood,12,2192,0,Alpha,2005-0597
07/06/2005,15/06/2005,Haiti,HTI,"Côtes-de-Fer village (Bainet district, Sud Est province)",,,,Km2,Flood,--,"Slide (land, mud, sn",0,83,0,,2005-0733
25/08/2006,26/08/2006,Haiti,HTI,"Sud, Grande Anse, Ouest, Nippes, Artibonite provinces",,,,Kph,Storm,"Tropical cyclone",Flood,5,15000,0,Ernesto,2006-0466
28/11/2006,01/12/2006,Haiti,HTI,"Grande Anse, Nord Ouest, Nippes provinces",18.5,-73.48,6300,Km2,Flood,"Flash flood",--,11,20010,0,,2006-0651
30/07/2006,31/07/2006,Haiti,HTI,"Saint-Marc district (Artibonite province)",,,,Km2,Flood,"Coastal flood",--,0,4690,0,,2006-0716
26/03/2007,30/03/2007,Haiti,HTI,"Ferrier village (Fort Liberte district, Nord Est province), Ouanaminthe district (Nord Est province), Abricot village (Jeremie district, Grande Anse province)",19.41,-71.78,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",14,15014,0,,2007-0134
30/05/2007,03/06/2007,Haiti,HTI,"Saint Louis Du Nord, Port De Paix districts (Nord Ouest province)",19.55,-71.05,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",2,12500,0,,2007-0167
23/07/2007,24/07/2007,Haiti,HTI,"Port-au-Prince district (Ouest province)",18.55,-72.29,44,Km2,Flood,"Riverine flood",--,4,1500,0,,2007-0281
18/08/2007,24/08/2007,Haiti,HTI,"Sud, Sud Est, Grande Anse, Nippes, Ouest, Artibonite, Centre, Nord, Nord Est, Nord Ouest provinces",14.64,-61.02,,Kph,Storm,"Tropical cyclone",Flood,9,3966,0,Dean,2007-0360
07/10/2007,17/10/2007,Haiti,HTI,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",20.67,-76.4,,Km2,Flood,"Riverine flood",--,41,75947,0,,2007-0496
28/10/2007,02/11/2007,Haiti,HTI,"Port-au-Prince district (Ouest province), Gonaïves district (Artibonite province), Jacmel district (Sud Est province), Cayes district (Sud province)",18.53,-70.06,,Kph,Storm,"Tropical cyclone",Flood,90,108763,0,Noel,2007-0523
11/12/2007,17/12/2007,Haiti,HTI,"Nord, Nord Est, Nord Ouest provinces",18.93,-71.03,,Kph,Storm,"Tropical cyclone",Flood,3,2352,0,Olga,2007-0612
18/08/2008,18/08/2008,Haiti,HTI,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",,,,Kph,Storm,"Tropical cyclone","Transport accident",10,220,0,"Tropical Storm  ""Fay""",2008-0338
26/08/2008,26/08/2008,Haiti,HTI,"Sud Est, Sud, Nippes, Ouest, Grande Anse, Artibonite, Centre provinces",,,,Kph,Storm,"Tropical cyclone",Flood,85,73006,0,"Hurricane ""Gustav""",2008-0352
02/09/2008,03/09/2008,Haiti,HTI,"Gonaives, Saint-Marc, Gros Morne districts (Artibonite province), Port-au-Prince district (Ouest province), Sud, Nord, Sud Est, Nippes provinces",,,,Kph,Storm,"Tropical cyclone",Flood,529,48000,0,"Hurricane Hanna",2008-0378
06/09/2008,08/09/2008,Haiti,HTI,"Gonaives district (Artibonite province)",18.46,-71.69,,Kph,Storm,"Tropical cyclone",Flood,74,125050,0,"Hurricane Ike",2008-0384
15/05/2009,21/05/2009,Haiti,HTI,"Caracol village (Trou Du Nord district, Nord Est province), Camp Perrin, Cayes, Maniche villages (Cayes district, Sud province), Chardonnieres district (Sud province), Saint-Michel-de-l'Attalaye village (Marmelade district, Artibonite province), Ennery village (Gonaives district, Artibonite province), Dessalines, Saint-Marc districts (Artibonite province), Anse à Veau, Lazile, Plaisance villages (Anse-A-Veau district, Nippes province), Baraderes district (Nippes province), Cerca Carvajal village (Hinche district, Centre province), Ceca La Source district (Centre province), Leogane district (Ouest province), Grande Anse province",19.56,-72.33,5754,Km2,Flood,"Riverine flood",--,11,9910,0,,2009-0198
18/09/2009,18/09/2009,Haiti,HTI,"Williamson area (Arcahaie district, Ouest province)",,,,Km2,Flood,"Flash flood","Slide (land, mud, sn",0,296,0,,2009-0418
20/10/2009,20/10/2009,Haiti,HTI,"Ouest province",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",10,2500,0,,2009-0469
12/01/2010,12/01/2010,Haiti,HTI,"Port-au-prince, Kenscoff municipalities (Port-au-Prince district), Croix-des-Bouquets municipality (Croix-des-Bouquets district), Leogane, Petit-Goave, Grand-Goave municipalities (Leogane) (Ouest province), Jacmel municipality (Jacmel district, Sud Est province), Les Cayes municipality (Cayes district, Sud province), Jeremie municipality (Jeremie district, Grande Anse province), Gonaives municipality (Gonaives district, Artibonite province)",18.443,-72.571,7,Richter,Earthquake,"Ground movement",--,222570,3700000,8000000,,2010-0017
15/02/2010,15/02/2010,Haiti,HTI,"Cap Haitien district (Nord province)",,,,Km2,Flood,"Flash flood","Slide (land, mud, sn",4,2,0,,2010-0067
18/02/2010,02/03/2010,Haiti,HTI,"Nippes, Sud provinces",18.42,73.77,3836,Km2,Flood,"Riverine flood","Slide (land, mud, sn",27,22085,0,,2010-0092
24/09/2010,24/09/2010,Haiti,HTI,"Port-au-Prince district (Ouest province)",,,,Kph,Storm,"Convective storm",Flood,6,73122,0,,2010-0508
18/10/2010,18/10/2010,Haiti,HTI,"Port-au-Prince, Croix-Des-Bouquets districts (Ouest province)",,,,Km2,Flood,"Riverine flood",--,13,0,0,,2010-0542
22/10/2010,15/12/2011,Haiti,HTI,"Artibonite, Centre, Grande Anse, Nippes, North, North West, North East, West, South, South East",,,,Vaccinated,Epidemic,"Bacterial disease",--,6908,513997,0,Cholera,2010-0557
04/11/2010,05/11/2010,Haiti,HTI,"Port-au-Prince, Leogane districts (Ouest province), Cayes district (Sud province), Jacmel district (Sud Est province), Grande Anse province",20.48,-75.88,130,Kph,Storm,"Tropical cyclone",Flood,21,5020,0,"Hurricane Tomas",2010-0571
06/06/2011,07/06/2011,Haiti,HTI,"Ouest, Nippes, Sud provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",34,2358,0,,2011-0199
04/08/2011,04/08/2011,Haiti,HTI,"Sud province",,,,Kph,Storm,"Tropical cyclone",--,1,1500,0,"Tropical storm ""Emily""",2011-0303
24/08/2011,24/08/2011,Haiti,HTI,"Nord province",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",2,1544,0,"Hurricane Irene",2011-0328
06/10/2011,13/10/2011,Haiti,HTI,"Sud, Nippes, Grande Anse provinces",,,,Km2,Flood,"Riverine flood",--,2,2080,0,,2011-0383
08/04/2012,26/04/2012,Haiti,HTI,"Nord, Nord Ouest provinces",19.4433,-72.58,35151.93,Km2,Flood,"Riverine flood","Slide (land, mud, sn",9,11000,0,,2012-0114
/05/2012,/05/2012,Haiti,HTI,"Nippes, Grande Anse, Ouest provinces",,,,Km2,Flood,"Riverine flood",--,16,7600,0,,2012-0237
25/08/2012,29/08/2012,Haiti,HTI,"Grande-Anse, Sud, Sud Est, Artibonite, Ouest provinces",19.1356,-72.28,,Kph,Storm,"Tropical cyclone",--,13,8007,0,"Hurricane Isaac",2012-0313
24/10/2012,26/10/2012,Haiti,HTI,"Ouest, Sud, Grande Anse, Nippes, Sud Est, Artibonite provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",75,201850,254000,"Hurricane Sandy",2012-0410
26/10/2012,06/11/2012,Haiti,HTI,,,,,Vaccinated,Epidemic,"Bacterial disease",--,21,2224,0,Cholera,2012-0411
31/10/2012,08/11/2012,Haiti,HTI,,,,,Vaccinated,Epidemic,"Bacterial disease",--,29,3593,0,Cholera,2012-0501
10/11/2012,11/11/2012,Haiti,HTI,"Artibonite, Centre, Grande Anse, Nippes, Nord, Nord Est, Nord Ouest, Ouest, Sud, Sud Est provinces",,,,Km2,Flood,"Riverine flood",--,17,7865,0,,2012-0596
14/06/2013,28/06/2013,Haiti,HTI,"Artibonite, Nord Ouest, Centre provinces",,,,Km2,Flood,"Riverine flood",--,6,33265,0,,2013-0213
31/05/2014,16/08/2014,Haiti,HTI,"St Marc, Verettes, Gonaives, l'Estere, Desdunes, Gros Morne, Marchands Dessalines, Petite RiviÃ¨re de l'Art, Grande Saline, St Michel de l'attalaye, Anse Rouge, Ennery, Marmelade (Artibonite); Hinche, Thomassique, Mirebalais, Boucan Carre, Lascahohas, Saut d'eau, Belladere, Thomonde, Cerca La Source, Maissade, Savanette (Centre); Corail, Jeremie, Abricot, Dame Marie, Anse d'Ainault, Pestel (Grand'Anse); Petite Riviere des Nippes, Anse a Veau, l'Azile, Fond-des-Negres, Arnault, Paillant, Miragoane, Trou de Nippes (Nippes);  Grande Riviere du Nord, Cap-Haitien, Plaine du Nord, Quartier Morin, Limbe, Milot, Plaisance, Pilate, St Raphael, Pignon (Nord); Ouanaminthe, Trou du Nord, Fort Liberte, Terrier Rouge, Mont Organise (Nord-Est); Port-de-Paix, St Louis du Nord, Anse A Foleur, Ile de la Tortue, Jean Rabel, Bombardopolis, Chansolme, Bassin Bleu (Nord-Ouest); Delmas, Port-au-Prince, Carrefour, CRoix des Bouquets, Arcahaie, Petite Goave, Petion Ville, Gantier, Cabaret, Cite Soleil, Anse a Galet, Tabarre, Leogane, Kenskoff, Fonds Verette Ouest); Aquin, Les Cayes, Cavaillon, St Louis du Sud, Les Anglais, Port Salut, Torbeck, Coteaux, Ile a Vache, Chantal, Port-a-Piment, Camp Perrin (Sud), Marigot, Cote de Fer, Belle Anse, Anse a Pitre, Bainet, La Vallee, Jacqmel, Thiotte (Sud-Est)",,,,Vaccinated,Epidemic,"Viral disease",--,0,39343,0,"Chikungunya virus disease",2014-0200
03/11/2014,05/11/2014,Haiti,HTI,"Nord province",,,,Km2,Flood,"Flash flood","Slide (land, mud, sn",12,30000,0,,2014-0453
/01/2014,/07/2015,Haiti,HTI,"Macaya area (Cayes district, Sud province), Nord province",,,,Km2,Drought,Drought,"Food shortage",0,1000000,2000,,2014-9102
04/04/2015,06/04/2015,Haiti,HTI,"Cite Soleil, Tabarre, Delmas boroughs (Port-Au-Prince district, Ouest province), Grande Anse province",18.695,-72.19,3672,Km2,Flood,"Riverine flood",--,6,45000,0,,2015-0116
//2015,/08/2015,Haiti,HTI,,,,,Vaccinated,Epidemic,"Bacterial disease",--,170,20000,0,Cholera,2015-0366
29/08/2015,30/08/2015,Haiti,HTI,"Ganthier village (Croix-Des-Bouquets district, Sud province), Port-au-Prince district (Ouest province), Gonaïves district (Artibonite province)",,,,Kph,Storm,"Tropical cyclone",Flood,5,1969,0,"Hurricane Erika",2015-0375
28/02/2016,28/02/2016,Haiti,HTI,"Cap-Haitien, Limonade cities (Cap Haitien district, Nord province), Grande Anse province",,,,Km2,Flood,"Riverine flood",Lightening,5,48280,2000,,2016-0053
23/04/2016,24/04/2016,Haiti,HTI,"Port-au-Prince city (Port-au-Prince district, Ouest province)",,,,Km2,Flood,--,"Slide (land, mud, sn",6,22070,0,,2016-0126
02/05/2016,02/05/2016,Haiti,HTI,"Bombardopolis city (Mole Saint Nicolas district, Nord Ouest province), Gonaives district (Artibonite province)",,,,Km2,Flood,"Riverine flood","Transport accident",23,0,0,,2016-0165
07/05/2016,08/05/2016,Haiti,HTI,"Baradère (Nippes), Savanette, Petit-Fond (Lascahobas)",,,,Km2,Flood,--,--,5,3000,0,,2016-0184
26/05/2016,31/05/2016,Haiti,HTI,"Leogane, Archahaei districts (Ouest province), Cite Soleil, Carrefour municipalities (Port-au-Prince district, Ouest province)",,,,Km2,Flood,--,"Slide (land, mud, sn",1,18373,0,,2016-0185
28/09/2016,07/10/2016,Haiti,HTI,"Grand’Anse (Jérémie), South (Les Cayes, Les Anglais and Tiburon municipalities), Nippes, South East, West (Leogane, Port-au-Prince) and North West departments,  Les Cayes",,,,Kph,Storm,"Extra-tropical storm",--,546,2100439,2000000,"Hurricane Matthew",2016-0355
/10/2016,/10/2016,Haiti,HTI," Sud, Grand'Anse deprtaments",,,651177,Vaccinated,Epidemic,"Bacterial disease",--,0,6096,0,Cholera,2016-0404
05/11/2016,10/11/2016,Haiti,HTI,"Cap Haitien district (Nord province), Jeremie district (Grand Anse province)",19.739,-72.587,4534.1,Km2,Flood,"Riverine flood","Slide (land, mud, sn",13,2782,0,,2016-0418
/01/2016,/02/2017,Haiti,HTI,"Corail, Anse-D'Ainsault, Jeremie districts (Grande Anse province), Chardonnieres, Coteaux, Aquin, Cayes, Port-Salut districts (Sud province), Anse-A-Veau, Baraderes, Miragoane districts (Nippes province), Gonave, Leogane districts (Ouest province), Belle Anse, Jacmel, Bainet districts (Sud Est province), Croix-des-Bouquets district (Ouest province), Lascahobas, Ceca La Source, Hinche, Mirebalais districts (Centre province), Valliere, Ouanaminthe, Trou du Nord, Fort Liberte districts (Nord Est province), Saint-Raphael, Grande Riviere Du Nord, Limbe, Acul Du Nord districts (Nord province), Gonaives, Marmelade, Gros Morne, Saint-Marc districts (Artibonite province), Mole Saint Nicolas, Port De Paix districts (Nord Ouest province)",,,,Km2,Drought,Drought,"Food shortage",0,3600000,84000,,2016-9052
